GB%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,SwStr%,F-Strike%,K%,BB%,Pitches,IP
53.2,26.8,65.2,66.6,88.5,37.7,8.4,58.5,17.6,11.8,2715,166.1
46.8,34.9,67.2,68.8,86.9,43.0,10.0,64.0,20.7,5.1,2873,189.1
33.0,29.9,74.1,61.9,84.7,54.0,11.2,62.9,20.9,7.8,1594,102.1
38.7,28.0,64.1,60.4,85.9,55.5,9.9,63.6,21.4,4.8,3243,212.1
52.3,34.0,64.6,61.5,87.6,41.5,11.0,61.0,23.6,6.1,3617,227.2
50.2,35.0,65.0,69.6,89.2,46.8,8.9,66.9,21.7,3.0,2542,179
36.3,37.2,71.9,73.8,88.5,55.8,8.9,72.5,21.8,1.9,3046,209.2
43.3,30.0,67.1,69.1,87.0,45.3,9.0,60.7,21.8,9.0,2257,127.2
56.2,33.4,62.9,60.3,88.4,43.7,10.7,63.4,23.1,7.0,3040,201.2
45.1,27.9,61.0,67.0,86.6,47.8,8.7,58.0,23.1,7.8,2743,168.1
46.9,32.6,68.6,72.7,85.1,41.6,9.5,62.0,22.7,7.4,2487,145.1
58.8,28.0,73.7,59.6,88.8,48.0,9.8,59.9,13.0,5.6,2764,188.2
39.9,29.8,66.8,72.7,91.1,42.1,7.2,59.7,15.9,8.0,2080,130
44.7,19.3,63.3,58.3,91.4,51.1,6.7,58.9,13.9,8.0,3071,201.1
45.3,32.5,68.4,61.0,79.7,46.8,13.3,64.2,28.9,7.1,3168,201.1
51.7,31.1,64.3,72.6,90.6,43.1,7.4,60.0,16.4,7.9,1695,107
53.6,29.1,69.0,68.1,89.2,41.9,8.5,58.2,18.4,7.3,3192,198.2
47.0,19.9,63.6,70.0,89.7,51.0,6.3,52.8,11.7,6.8,3270,211.1
49.8,29.4,60.8,59.3,84.1,48.2,10.8,64.4,26.6,7.1,2665,168
50.3,29.0,66.6,65.7,88.1,55.1,8.8,64.0,19.1,5.5,3094,208.2
65.0,20.4,66.8,47.1,88.0,54.5,9.2,59.0,18.2,6.3,3374,229
53.4,32.7,63.3,73.7,92.7,45.8,6.8,61.8,12.6,4.3,2520,173
52.1,22.7,72.9,44.2,88.9,53.3,10.2,61.7,17.3,7.3,2875,193.1
41.0,30.3,67.7,70.2,89.2,50.0,8.2,61.3,17.6,4.5,2977,185.2
40.4,22.4,63.8,53.7,87.7,54.0,9.0,61.8,22.3,7.5,2276,137.1
40.1,32.7,64.5,72.1,89.2,41.7,8.2,64.5,17.3,5.5,3002,198.1
50.4,37.1,65.5,61.9,90.0,46.9,10.6,68.2,21.5,4.1,1868,129.2
50.9,33.3,68.9,64.8,85.9,48.4,10.7,64.0,20.7,5.9,1793,114.1
37.2,31.6,64.6,63.0,86.9,38.9,10.4,61.7,19.2,6.9,3181,200.2
54.0,27.5,66.2,63.0,85.4,42.9,10.0,54.4,23.6,10.0,3308,185.1
43.8,30.8,65.5,64.6,88.3,46.9,9.4,62.2,21.1,6.4,2983,190.1
45.4,27.7,65.2,65.4,89.9,46.0,8.2,60.3,20.2,7.1,2381,149.2
52.8,31.6,66.9,55.8,86.5,41.6,11.9,61.7,22.6,8.4,2664,162.1
46.0,29.1,63.3,64.2,86.7,47.4,9.5,58.1,18.2,8.5,3298,200.1
52.0,29.4,62.0,68.1,89.9,45.1,7.9,59.4,17.4,7.8,3239,202.2
45.1,29.5,64.0,65.1,86.1,49.3,9.5,58.4,18.7,8.3,3234,195
43.0,27.0,65.5,52.7,88.9,52.5,9.8,63.9,20.6,7.8,3512,217.2
50.2,24.5,68.4,31.1,83.3,48.8,14.2,58.5,25.1,9.9,3244,205
46.3,26.1,66.7,55.1,88.4,51.5,9.7,58.6,18.2,4.6,3131,215
32.8,25.4,64.4,56.2,87.8,49.6,9.5,55.6,22.8,10.3,3015,177
53.6,31.1,62.3,55.3,88.9,47.0,10.6,57.6,18.9,6.1,2986,194.2
36.4,26.2,61.0,73.1,83.6,45.1,8.4,57.3,20.9,11.0,2697,149
45.0,19.5,63.2,56.2,86.4,52.7,8.5,62.8,16.0,7.5,1604,101
53.1,31.0,66.6,64.2,90.5,47.1,8.8,63.2,15.2,4.3,2784,189.1
34.3,20.2,67.9,53.2,91.9,55.5,7.3,64.3,11.3,7.0,3174,212
46.3,17.7,66.3,57.4,89.7,55.8,7.2,62.1,13.7,7.6,3032,194.1
39.4,29.8,67.3,70.5,89.5,45.2,8.0,59.4,18.4,8.1,3394,204.1
49.6,28.4,62.1,59.2,89.6,47.4,9.0,58.9,20.9,8.5,3134,191.2
40.3,18.1,67.9,59.9,87.4,54.9,8.0,62.8,16.8,7.7,2987,196.2
44.8,31.9,65.8,65.3,84.5,41.5,10.7,58.0,24.8,8.6,2623,158.2
41.4,29.1,70.2,64.4,90.9,39.3,8.8,56.9,18.5,8.0,1951,113.1
48.3,32.7,66.2,65.6,85.6,45.4,10.5,63.8,21.6,6.4,2263,146
43.1,27.1,62.0,63.6,89.6,44.5,8.4,59.9,19.4,8.7,2371,151
46.3,17.2,71.5,45.7,86.9,57.2,9.3,59.8,13.6,6.2,3512,239
37.9,32.5,69.4,71.3,90.6,45.1,8.0,63.4,17.4,5.6,1741,110.2
48.4,25.0,64.4,65.2,91.5,52.0,7.0,58.4,13.5,5.3,2755,176
54.1,16.7,70.3,40.9,85.2,54.6,10.0,57.9,15.9,8.4,3088,198.1
53.8,33.0,67.0,71.3,89.2,38.6,8.6,61.2,17.5,6.0,2617,160.2
37.4,22.9,67.7,48.0,87.3,52.9,10.1,57.6,20.1,9.0,3461,213.1
32.9,26.3,62.3,70.1,83.3,44.6,9.0,56.0,19.0,7.3,3352,213.1
46.8,18.5,68.2,62.5,87.5,54.4,7.8,60.8,17.0,7.6,2727,170.2
29.9,26.3,64.6,69.6,85.9,46.8,8.5,57.5,20.9,9.2,3162,180.2
39.2,24.2,69.8,56.3,86.0,49.7,10.2,58.9,18.8,7.6,3193,190.2
64.3,19.9,67.5,52.6,84.2,48.5,9.9,56.9,17.6,12.8,3441,208
53.5,29.2,63.3,76.0,90.6,47.7,6.5,60.5,13.6,6.5,1451,102.2
44.9,30.6,67.0,79.5,89.6,40.8,6.5,56.4,12.7,5.2,3146,205.1
39.5,30.3,68.0,60.6,85.2,49.4,11.0,65.6,30.6,7.4,2385,147.2
40.4,19.4,69.3,42.7,88.8,55.4,9.4,61.8,17.0,7.9,3144,197.2
47.9,30.0,59.5,64.6,88.3,42.9,8.9,59.9,21.7,8.3,3205,195
39.2,27.8,63.1,59.2,85.6,43.4,10.3,60.9,26.3,8.5,2169,130
42.7,37.0,69.0,64.8,83.9,45.4,12.1,63.4,22.3,5.5,3423,220
45.5,18.1,64.1,61.8,85.3,51.4,8.2,58.3,17.7,7.9,3926,255
50.9,17.1,65.7,72.0,86.8,49.1,6.7,50.6,12.1,7.7,3396,212.1
30.6,30.4,63.5,77.3,91.7,43.2,6.2,63.7,17.2,5.0,2906,187.1
47.8,36.0,68.4,64.9,88.9,39.2,10.6,69.1,21.1,6.0,2115,132.1
44.5,20.2,69.2,37.6,88.8,53.3,10.0,57.1,18.0,8.8,3169,204.2
38.6,28.3,66.6,73.2,87.8,42.3,7.7,56.4,16.7,10.8,3096,179.2
44.1,34.8,67.1,65.5,86.5,41.4,10.8,56.8,23.0,6.2,3113,179.2
63.1,20.7,66.0,52.8,88.9,55.5,8.4,65.5,15.6,5.9,3321,222
41.6,28.0,66.1,72.1,86.9,45.9,8.1,60.1,21.1,6.3,2839,172
44.9,14.1,69.8,58.9,86.0,52.4,7.8,52.3,15.0,10.3,3599,214.1
44.7,24.8,67.9,46.1,84.7,53.3,11.7,60.8,18.6,6.3,2913,189.1
38.4,31.9,64.7,58.7,86.2,41.9,11.4,57.8,22.1,8.3,2070,122
53.6,33.7,64.1,55.8,85.8,42.8,12.5,61.7,24.9,7.2,3021,191.2
39.1,26.6,71.0,57.7,88.0,47.6,9.9,54.5,18.1,7.9,3466,214
42.6,34.6,66.6,68.2,88.7,44.7,9.5,62.2,16.9,5.6,2985,199
56.3,25.3,62.4,62.7,89.1,43.2,8.3,54.7,18.1,10.5,3139,194
42.0,27.9,63.4,69.2,88.9,47.7,7.9,61.4,23.1,8.9,2228,129.1
48.1,30.0,66.5,64.8,86.5,45.4,9.9,61.4,15.9,7.0,1858,124.1
55.5,28.7,67.7,69.4,92.2,44.7,7.2,61.8,13.6,6.4,2623,179
36.4,30.0,63.8,66.9,87.7,40.3,9.0,62.3,15.3,7.2,2291,146.2
51.8,29.4,62.4,61.1,83.6,45.8,10.9,61.1,26.4,8.1,2387,146.2
53.1,28.1,56.4,57.5,91.5,45.0,8.7,54.9,21.0,9.7,1779,109.1
46.7,18.0,71.4,53.4,89.0,56.1,8.1,60.1,15.2,7.1,3166,208.2
29.5,30.8,63.7,72.3,85.3,53.6,8.9,63.7,21.2,5.6,2908,193.2
51.2,39.6,68.6,57.9,85.0,41.7,14.0,67.3,29.6,5.9,2777,183.2
39.7,30.3,65.5,67.0,84.3,44.2,10.1,64.0,24.5,8.3,3402,201
43.2,25.6,66.7,67.1,88.7,52.6,7.9,61.9,13.8,5.4,3103,201
43.8,34.4,68.6,66.4,83.9,43.1,11.4,63.2,24.0,7.7,2387,146.1
41.9,22.5,68.4,62.6,88.2,52.1,8.2,57.7,16.0,7.7,2972,186
67.0,25.7,63.3,59.8,90.8,51.2,8.0,60.9,13.5,6.0,3276,218
62.8,19.9,71.4,64.3,91.1,54.0,6.6,56.4,8.4,5.8,3055,218
43.8,26.2,65.5,65.7,89.8,50.4,7.8,59.3,15.1,7.3,3063,190.2
41.7,29.8,67.8,66.8,87.4,43.4,9.2,55.3,17.7,7.2,3117,185.2
43.3,34.0,67.8,67.7,90.9,41.5,9.0,64.4,18.5,7.4,2538,163.1
37.4,17.8,70.9,52.9,83.6,54.4,10.1,58.9,18.7,5.9,2308,146
40.6,32.9,68.0,68.9,90.3,44.4,8.6,62.0,17.3,8.1,2755,170.2
38.4,32.6,64.6,63.6,84.7,43.2,11.0,62.8,20.6,5.4,3043,195.1
47.3,17.9,69.9,65.1,83.5,53.6,9.2,59.9,14.1,7.5,2117,138.1
34.3,32.5,68.0,69.2,84.0,44.8,10.4,61.7,25.4,5.2,2246,138.1
60.5,19.5,67.6,53.3,90.6,53.0,7.7,57.3,12.8,8.1,3015,205
51.3,28.8,65.2,58.1,86.2,48.1,10.6,59.1,25.3,8.3,3132,205
38.1,30.2,68.1,64.5,89.2,44.9,9.2,63.2,14.8,6.1,1759,121
39.4,22.6,69.4,64.7,87.1,52.4,8.5,56.6,19.6,9.5,3351,200
47.2,27.8,63.7,48.6,86.7,48.4,11.4,60.8,20.4,7.7,3159,200
47.7,34.8,69.9,56.3,84.5,43.7,13.3,60.8,24.4,7.1,3343,212.1
54.9,31.1,64.3,53.9,88.8,44.5,11.1,60.0,20.4,8.8,3250,207.1
42.2,29.3,67.8,69.9,91.2,43.2,7.6,60.4,20.2,7.6,2746,165.1
40.7,30.0,64.6,63.4,88.6,44.5,9.4,61.2,20.6,5.2,3028,197.1
53.8,28.5,66.0,67.0,88.2,46.8,8.7,58.4,20.8,5.2,2082,130.2
49.2,28.2,63.5,59.5,88.1,46.1,9.6,62.5,24.2,7.0,2197,138
35.9,24.4,65.6,75.5,90.6,55.1,6.0,63.9,11.5,5.6,2285,145.1
22.3,30.2,66.1,74.3,90.1,42.9,7.2,58.9,15.7,8.7,2718,165
40.4,23.0,67.2,61.6,88.8,51.3,8.2,63.4,14.8,7.1,1774,108.1
55.0,17.5,71.3,41.5,84.2,50.3,10.7,49.5,19.5,13.2,1893,108.1
39.3,26.7,62.1,81.5,92.9,37.7,4.7,58.5,12.7,7.1,3247,211.2
49.9,31.0,60.7,76.2,94.0,43.2,5.7,59.8,14.1,7.3,2456,162.1
48.1,23.5,66.9,67.8,86.7,50.1,8.1,56.7,16.6,9.5,2507,162.1
41.1,22.2,68.8,61.4,86.0,53.3,9.1,58.0,21.1,7.7,3354,201.2
42.0,32.5,68.2,69.7,89.9,49.0,8.4,67.5,19.7,4.7,3103,201.2
47.7,25.2,60.5,64.9,89.5,38.9,7.9,56.6,23.7,9.4,3479,204
47.8,26.6,68.7,76.6,91.3,46.5,6.0,62.0,13.0,7.8,3407,204
47.8,28.7,62.2,73.4,91.0,45.8,6.7,58.8,17.3,5.9,2849,179.1
35.0,17.6,69.5,35.3,81.6,53.0,12.1,56.7,24.3,10.8,3386,213.2
54.3,32.3,56.5,71.0,88.1,44.1,8.2,59.0,18.1,5.0,3351,208.2
51.2,30.0,60.6,67.6,92.6,42.9,7.5,63.5,17.8,6.7,2971,189
46.8,27.5,64.2,68.9,87.9,50.2,8.1,59.6,17.2,6.8,3579,216
44.3,32.3,66.1,64.2,83.7,47.5,11.1,63.3,24.3,7.7,3225,196.1
42.3,25.4,66.4,75.0,89.8,46.3,6.5,58.8,14.5,8.4,3273,198.2
38.2,23.2,62.9,62.3,84.9,53.2,9.1,61.4,21.7,7.9,1771,110.1
48.9,28.0,60.5,59.0,90.1,49.2,8.8,61.6,24.3,6.5,1833,110.1
36.9,20.2,66.0,46.2,84.0,56.5,10.7,61.2,26.8,8.4,2827,166.2
41.9,28.8,64.4,65.8,87.0,44.1,9.2,57.7,23.4,9.0,2441,147
49.5,22.2,69.8,46.2,85.1,51.1,11.2,61.2,23.1,7.8,1816,120
44.9,31.5,68.1,65.3,88.4,45.2,9.5,66.0,19.2,6.0,3334,208
42.9,28.4,63.4,62.0,87.9,50.6,9.2,64.4,19.0,4.8,1596,107.2
49.4,22.5,70.4,49.9,76.2,50.2,13.9,56.9,24.5,9.9,2995,181
51.7,26.3,63.9,66.0,85.8,50.2,8.9,61.9,17.1,8.6,3081,188.1
33.2,29.5,68.6,68.5,84.5,44.6,9.9,62.0,22.5,8.1,3378,195.2
43.2,23.8,69.2,65.2,87.6,49.1,8.4,54.1,15.1,8.5,2928,176
39.4,34.9,70.5,57.4,82.0,48.8,13.8,65.6,31.4,6.6,2248,139.1
33.8,33.3,66.4,58.8,84.7,41.8,12.1,61.1,28.6,7.8,2417,141.2
56.4,23.6,67.1,49.2,86.7,55.3,10.2,63.7,16.7,5.8,3105,210
40.8,33.6,66.5,62.0,86.7,43.2,11.1,65.9,24.7,7.0,2484,158.2
37.4,28.9,65.3,75.6,90.1,46.6,6.8,58.0,14.8,7.3,3377,212.1
32.1,22.7,65.1,53.0,85.9,53.7,9.8,61.9,20.9,7.1,2083,122
34.2,17.7,68.3,54.9,83.7,55.1,9.7,58.1,18.6,7.5,1536,100
34.2,31.5,67.1,70.4,86.9,47.9,9.0,60.9,20.3,6.3,3005,192.2
45.1,33.4,67.7,74.4,89.0,45.1,8.0,62.8,15.7,5.6,2159,139
35.5,35.2,64.3,59.6,82.4,43.1,12.8,69.2,28.9,4.8,1678,117
36.6,31.9,70.8,72.8,84.9,43.7,9.5,58.7,21.5,7.0,3308,187.2
49.9,31.3,66.6,70.6,87.5,41.5,8.9,61.3,19.3,8.0,2340,148.2
54.2,27.1,61.7,71.8,91.3,43.2,6.7,58.1,15.0,9.5,2947,180.1
66.3,31.5,61.8,70.8,92.9,45.4,7.0,58.5,15.5,6.1,2716,180.1
37.6,30.0,67.5,68.1,84.9,47.1,9.8,60.6,23.7,8.4,3042,180.1
44.5,28.3,66.1,76.1,91.7,42.3,6.2,60.6,12.4,7.7,3217,212
40.8,31.5,68.8,69.2,86.4,44.2,9.6,61.7,24.3,7.0,2194,141.1
53.4,30.6,63.0,71.7,92.1,43.5,7.0,60.2,18.2,5.5,3215,214.1
42.5,22.9,65.1,65.6,89.3,53.3,7.4,58.6,17.0,6.5,2677,175.1
48.2,20.9,63.5,56.2,89.8,52.5,7.7,58.6,15.4,7.9,3175,202
44.1,33.8,69.0,63.8,89.2,47.9,9.9,63.7,16.9,4.9,2304,155.2
35.4,32.6,65.0,62.2,87.2,39.6,10.7,62.2,20.7,7.8,2069,124
52.7,27.3,64.8,69.9,92.8,43.5,6.6,60.4,13.9,8.1,2562,165.1
42.6,22.7,73.4,41.4,87.3,61.4,10.8,69.1,15.0,2.1,1939,141
43.0,31.5,64.5,61.2,86.6,42.7,10.7,59.7,19.8,5.5,3183,199.1
58.4,22.7,67.9,61.3,92.2,50.8,7.0,54.8,12.6,7.2,2861,199.1
51.8,29.4,67.3,71.2,94.6,45.1,6.3,61.3,15.3,6.3,2754,192
41.7,27.0,69.9,64.6,91.5,49.4,7.7,55.4,16.6,7.6,2947,184.2
54.1,27.9,64.6,68.6,90.4,43.4,7.6,59.3,13.1,9.4,2938,184.2
53.9,23.3,65.8,49.9,87.8,48.2,9.9,59.0,15.5,9.7,2912,187
38.3,33.1,62.1,70.7,86.8,39.9,9.1,63.0,16.2,5.2,3003,187
50.6,31.9,64.5,59.4,86.0,47.3,11.1,61.9,20.5,7.5,2278,145.2
53.6,24.9,65.3,57.4,90.1,51.6,8.5,62.0,16.3,7.4,3042,206.1
38.6,29.7,66.0,75.1,86.6,45.1,8.0,57.3,21.2,8.1,3477,206.1
46.9,33.1,69.3,63.3,90.4,39.9,10.0,60.1,17.8,4.3,3097,199
43.8,28.1,68.5,70.6,90.7,55.1,7.2,66.7,12.8,3.3,2954,208.2
39.3,26.6,67.6,56.3,89.4,50.4,9.4,58.1,16.6,7.7,3095,191.2
55.0,15.5,65.3,55.0,87.9,53.7,7.5,58.4,15.8,8.0,3325,201.1
43.9,25.7,60.6,75.7,87.6,48.2,6.8,59.0,14.6,7.4,3167,196.1
51.5,30.9,63.0,69.6,90.8,48.4,7.6,61.5,16.9,7.7,2343,143
34.1,30.9,64.9,69.9,90.2,44.7,8.0,66.5,15.5,5.9,1750,116.1
42.0,28.8,66.4,71.0,80.7,47.1,10.5,62.6,18.9,8.1,3513,215.2
40.7,32.8,67.8,65.5,85.1,42.0,10.8,60.9,20.0,5.8,2925,189
53.1,27.4,64.4,61.9,92.0,53.5,7.6,64.6,15.0,5.2,3330,225.1
37.9,29.5,63.3,62.5,87.5,45.9,9.6,63.0,23.2,7.7,3301,201
37.8,20.2,60.9,58.9,85.9,49.4,8.4,54.0,21.1,10.5,2485,147.2
55.7,29.4,60.0,67.0,90.9,44.6,7.8,61.0,18.9,8.6,2504,157.1
45.4,29.4,68.3,69.1,86.7,46.4,9.0,60.0,18.5,8.0,3389,213
42.4,29.0,70.1,62.1,86.8,43.6,10.2,63.5,21.7,9.1,2131,130.2
44.8,18.8,70.5,50.5,81.1,55.2,11.5,55.8,24.2,8.6,2219,140.1
37.1,26.5,67.0,68.1,87.7,41.6,8.4,57.8,19.1,8.8,2413,140.1
46.3,18.6,65.3,43.6,86.7,56.2,9.4,60.7,23.0,7.5,3474,215.1
47.4,18.0,70.0,60.4,87.6,57.5,7.9,63.7,16.0,6.2,2935,198.1
40.3,32.6,62.9,61.8,84.7,46.7,11.1,67.3,19.8,6.6,2976,198.1
49.6,22.9,67.9,67.6,92.3,49.2,6.3,59.0,12.9,7.5,3323,200.2
38.9,20.0,71.0,62.9,87.2,53.5,8.3,58.0,13.9,8.0,3245,203
47.6,24.7,69.3,75.1,88.3,55.9,7.2,62.4,12.6,2.5,2805,195.2
41.8,27.9,63.2,71.5,93.8,50.4,5.9,63.4,12.7,6.2,1905,128
43.5,25.4,65.4,57.7,89.2,49.3,8.9,61.3,16.9,8.2,2780,178.2
55.2,27.1,64.0,58.6,90.0,45.5,9.0,58.1,19.7,9.3,3241,210
40.3,26.1,70.5,53.6,86.7,55.6,10.6,65.8,23.0,5.5,3591,231.2
38.5,31.9,70.9,67.8,88.3,42.2,9.4,64.6,18.5,7.4,3225,202.2
51.3,29.6,68.1,60.3,89.4,49.8,9.4,61.1,15.0,5.4,2741,183.1
51.8,26.2,63.1,71.4,91.3,45.9,6.6,57.0,16.5,6.8,3005,185.2
45.0,22.9,60.7,50.8,87.9,46.5,9.3,52.6,25.7,11.9,3202,185.2
46.4,26.4,68.0,51.6,89.8,50.0,9.8,59.2,18.2,5.9,3373,217
45.1,28.7,67.8,69.5,84.2,40.7,9.5,54.2,21.7,11.3,2369,135
40.1,33.0,67.8,74.4,89.0,44.7,8.0,61.0,16.8,6.2,2100,135
32.7,30.7,60.6,69.2,87.6,47.5,8.6,60.5,25.1,6.7,2152,127.2
41.3,32.2,62.5,74.2,90.7,41.6,7.3,61.4,15.1,4.8,3061,202.1
36.3,32.7,68.5,60.3,84.0,47.4,12.0,64.5,24.9,7.9,2688,171
45.7,28.9,68.5,66.5,90.7,41.7,8.3,54.5,15.0,10.5,1855,118
39.9,25.3,66.1,69.9,90.0,48.7,7.1,60.6,16.6,9.6,2858,183
39.8,29.6,65.8,58.4,84.2,50.6,11.3,63.4,24.2,5.7,3465,216.2
46.0,33.6,64.4,69.6,90.4,43.1,8.5,62.2,16.3,6.1,2896,185.1
36.5,31.2,66.5,61.3,80.7,46.8,12.4,61.4,29.4,7.6,3278,187.2
38.1,33.5,65.2,70.2,88.8,43.6,8.8,68.4,17.3,4.6,3033,190
41.4,31.2,62.9,75.7,90.7,44.0,6.8,68.3,15.5,4.2,2958,202
46.9,28.7,64.6,74.5,92.0,44.0,6.3,61.1,14.0,6.5,2964,180.1
37.8,21.0,69.5,62.7,90.3,61.2,7.1,66.5,12.1,3.3,2918,204.1
38.3,33.0,66.4,62.8,86.1,44.3,10.9,60.9,24.2,5.6,2751,170.2
30.7,24.3,64.5,75.9,87.6,47.3,6.9,56.1,19.9,9.7,2273,127.1
46.8,28.5,66.0,61.7,86.6,41.5,10.1,52.9,22.9,11.7,2441,139.1
51.2,35.4,61.4,72.6,90.9,48.5,7.6,67.9,12.9,4.1,3139,221
45.1,26.4,64.9,53.7,91.3,53.3,8.7,65.2,19.3,5.9,2426,163.1
47.6,31.8,68.0,61.7,84.6,48.1,11.3,65.3,18.9,6.0,2409,163.1
50.7,28.2,68.3,66.6,91.4,44.3,7.8,56.9,14.1,6.4,1817,117.2
54.8,24.2,64.9,46.0,87.3,49.3,10.7,55.4,25.5,9.6,2649,165.2
46.1,28.8,63.1,70.0,89.2,45.4,7.8,58.0,17.8,9.1,3212,201.2
52.6,24.0,71.6,47.3,90.3,54.5,9.6,61.9,14.9,6.8,3081,216
43.1,20.1,70.2,61.2,89.4,59.0,7.6,61.9,15.7,5.2,3137,206.1
38.4,29.2,68.2,65.0,84.0,45.7,10.5,63.5,24.0,8.6,2305,134.1
37.1,26.9,65.4,74.2,88.7,43.3,7.1,60.8,17.4,8.5,2292,134.1
30.9,25.0,64.9,66.2,83.4,48.8,9.6,60.4,19.7,7.5,3401,211
47.1,29.2,66.2,62.5,88.9,46.2,9.2,63.6,17.2,6.1,2497,163
45.0,31.1,67.1,69.2,89.4,43.8,8.5,60.9,19.6,7.4,3559,213.1
49.5,32.2,65.6,61.7,90.9,46.2,9.4,58.8,17.9,5.0,1812,117.1
48.8,22.9,64.0,50.3,87.8,53.9,9.5,62.8,20.3,8.2,3299,196.1
46.9,24.6,64.3,61.4,89.1,53.7,8.2,63.6,17.1,5.6,2502,172.1
33.2,25.4,67.6,65.0,85.1,52.8,9.4,58.5,19.9,9.8,3606,217.2
47.2,27.2,68.5,67.2,88.7,45.8,8.3,60.9,14.3,7.4,2168,136.1
32.0,28.0,68.1,62.5,85.3,47.1,10.2,61.1,20.5,9.2,3061,191.1
48.0,32.7,61.3,73.7,90.8,48.0,7.2,65.9,15.9,6.4,3204,205.2
38.5,27.4,70.9,49.0,83.7,53.3,12.6,61.5,21.8,5.6,3740,234.1
57.2,29.1,59.1,75.4,91.4,44.2,6.2,59.1,16.9,9.4,3188,193.2
45.9,26.9,67.7,48.1,87.8,52.3,10.9,63.7,20.1,7.7,3125,208
55.6,26.7,63.8,71.3,90.4,47.7,6.9,54.6,14.1,8.2,3304,210.1
45.1,31.2,64.4,62.6,84.8,38.8,11.0,60.3,21.4,8.3,2128,126.2
41.2,27.7,67.9,72.3,85.3,44.0,8.7,56.8,19.6,9.2,2936,172
42.1,18.1,74.8,41.6,83.2,54.8,11.7,58.4,18.1,7.6,3270,217.1
46.3,27.3,62.1,61.5,90.9,43.6,8.4,56.7,21.4,9.4,2045,119.1
32.2,19.7,69.6,65.3,90.0,54.1,7.0,58.0,13.3,6.1,3252,210
44.7,26.1,67.8,66.5,87.6,45.2,8.5,59.9,20.7,10.6,2843,169.1
44.2,21.1,66.4,57.7,85.1,53.5,9.4,58.2,17.8,8.7,3210,200.1
43.7,16.9,69.5,56.8,88.2,59.3,7.8,62.3,19.0,6.0,3341,217
42.3,23.2,69.8,48.9,85.8,48.8,10.9,52.9,21.3,12.2,3297,186
39.7,30.1,68.2,58.1,87.1,43.1,10.9,58.9,22.1,8.8,3149,186
34.6,29.5,65.5,75.9,89.9,45.1,6.9,59.9,14.8,7.7,2520,155
39.9,32.9,68.9,50.7,83.4,44.0,14.1,63.9,28.4,8.4,1829,112
43.9,22.3,67.5,52.8,90.0,51.1,8.5,58.8,15.7,9.4,3284,212
40.4,21.6,66.4,62.4,93.2,52.1,6.3,60.4,10.6,5.2,2969,197.2
45.6,32.9,65.7,66.8,82.0,42.2,11.3,63.3,25.0,7.1,1999,116.2
45.8,24.0,59.4,69.7,91.9,51.7,6.0,63.2,14.2,5.8,3174,200
61.2,28.5,60.8,62.8,87.3,41.4,9.4,62.9,18.6,8.8,3172,200
27.7,26.8,68.0,62.8,86.6,50.6,9.5,59.9,18.1,9.3,1955,119
37.4,18.3,70.9,53.1,89.6,52.1,7.9,59.0,13.0,7.6,3325,204.2
40.8,22.0,64.2,58.5,84.4,53.1,9.6,59.8,19.7,8.7,3546,204.2
40.2,19.6,69.1,63.6,88.8,58.6,7.5,62.2,15.6,3.3,2846,188
38.9,33.7,68.0,74.9,88.5,43.6,8.2,58.7,16.9,7.4,2713,171.1
36.3,31.5,64.1,74.7,88.3,46.3,7.8,62.5,14.3,6.7,3020,192.2
37.6,24.6,68.4,70.9,89.4,48.8,7.2,57.3,13.8,6.8,2727,176
43.8,30.7,65.3,68.0,84.4,41.4,9.9,61.0,24.2,8.6,3002,176
45.4,18.1,65.1,50.7,87.7,54.8,8.4,61.1,17.0,8.5,3494,211.2
43.8,29.6,68.4,64.3,88.3,45.8,9.3,57.8,17.2,7.2,3244,199.2
49.6,30.5,64.2,72.1,92.2,48.8,6.8,59.4,15.3,5.7,3389,218.2
35.6,19.7,68.7,57.3,90.8,57.4,7.2,63.8,17.1,6.2,3097,202
44.4,28.2,59.9,73.2,92.6,49.5,6.0,65.6,15.1,4.1,2873,202
44.9,24.7,67.8,43.8,85.7,56.9,11.4,60.4,22.9,5.1,3426,225.2
53.8,30.1,65.2,65.2,86.2,40.5,9.8,59.9,22.3,9.1,2947,175.2
44.9,24.1,70.5,61.5,80.4,52.6,11.6,63.6,23.2,8.3,2451,156.2
34.5,28.2,69.3,76.1,89.6,45.0,6.9,58.9,12.6,4.8,1925,121
48.1,32.0,69.9,58.6,85.4,47.5,11.7,62.4,22.9,4.7,1950,121
37.1,27.0,62.4,65.5,87.4,46.4,8.6,63.5,20.7,8.6,3170,194
45.9,31.1,68.1,85.2,91.3,45.4,5.2,61.6,11.0,4.0,2829,198.2
37.4,27.7,67.0,59.5,81.2,47.8,11.8,60.1,23.1,10.7,3023,177.1
46.5,32.0,67.9,68.1,88.0,45.6,9.2,63.7,20.1,6.5,3190,203.1
46.2,30.2,65.1,59.8,91.9,40.1,9.3,58.0,20.7,8.2,3145,191.1
43.1,26.6,64.8,64.7,88.6,45.7,8.5,59.0,19.1,8.8,2941,191.1
48.1,18.9,65.8,62.7,89.7,52.5,6.9,54.6,10.5,7.5,1771,111
44.6,33.6,68.0,60.7,84.0,43.1,12.1,60.2,24.9,7.8,2767,174.2
